sample_id,model_id,franklin_estimation,evergreen_estimation,absolute_savings_difference
03538dfb8fb808c15e5434205e414fcd5508acca_AMI,03538dfb8fb808c15e5434205e414fcd5508acca,6.684881105,4.6678261606,2.0170549444
0358c6de746b25dbd1148e8c603df634bef8328a_AMI,0358c6de746b25dbd1148e8c603df634bef8328a,2.153581032,2.5952728397,0.44169180769999983
0359280494f62e65119901dbad5fa729dcbde51f_AMI,0359280494f62e65119901dbad5fa729dcbde51f,-6.418954764,-9.79723615,3.3782813859999994
035b5fdf0d573fc338e8ae1ad826d6a6fca54008_AMI,035b5fdf0d573fc338e8ae1ad826d6a6fca54008,0.232021296,-4.7161696434,4.9481909394
036895453a3179156a99f91f6655ca1bf2fa2d2f_AMI,036895453a3179156a99f91f6655ca1bf2fa2d2f,3.263406768,2.2630792804,1.0003274876
037628f0249dabf9688362f7ab3c870508018bc4_AMI,037628f0249dabf9688362f7ab3c870508018bc4,-2.777887995,-2.4028583550000002,0.3750296399999997
0378b324ef717328f79e0aa967e46a0b1c716662_AMI,0378b324ef717328f79e0aa967e46a0b1c716662,-8.258625193,-13.0498098317,4.791184638699999
038e492be91c7d42b817588f1a5c7d4ed7dbfeba_AMI,038e492be91c7d42b817588f1a5c7d4ed7dbfeba,3.378277414,1.7180921401,1.6601852738999998
0390429c330c339a31c5322222f6adeb3b9e9e66_AMI,0390429c330c339a31c5322222f6adeb3b9e9e66,5.522466469,3.7212353339,1.8012311351
03995af3ecef189abca6296a2d5249d1646aa975_AMI,03995af3ecef189abca6296a2d5249d1646aa975,0.915187639,0.570277317,0.34491032200000005
039b239c891c8f8753e4749a17e739bfda7160a4_AMI,039b239c891c8f8753e4749a17e739bfda7160a4,-2.094723128,-3.214204586,1.119481458
03a98e45f6825a8bfe208f771cf2e563bdce09ee_AMI,03a98e45f6825a8bfe208f771cf2e563bdce09ee,5.821744554,6.28537446,0.46362990599999954
03ac15162bc6ca4e9d8aa41f63499f5934848743_AMI,03ac15162bc6ca4e9d8aa41f63499f5934848743,3.715614802,2.9837465153,0.7318682867000001
03b06ad0f7f9a1dfe7194a2050053d775de1d986_AMI,03b06ad0f7f9a1dfe7194a2050053d775de1d986,1.363863536,4.0718698326,2.7080062966
03b0c46bdd0368d8719fb2f0047d8c17f3bd1f6b_AMI,03b0c46bdd0368d8719fb2f0047d8c17f3bd1f6b,-3.233730035,-7.9112184861,4.6774884511
03b55778d79f8865c20a6be8c27c18642c1735cb_AMI,03b55778d79f8865c20a6be8c27c18642c1735cb,3.559611541,-0.7357794316,4.2953909726
03bb69d2e1f04fb5ba659647a978cbb70a517836_AMI,03bb69d2e1f04fb5ba659647a978cbb70a517836,0.135174382,-3.5406265723000003,3.6758009543000005
03cb8257c903ea5b5d25a6a26d5294ff4b730b13_AMI,03cb8257c903ea5b5d25a6a26d5294ff4b730b13,3.764204622,4.2494696192,0.48526499720000027
03d6871ae5e9552bd54dfedfaab2a67a7fccda3f_AMI,03d6871ae5e9552bd54dfedfaab2a67a7fccda3f,1.672233372,-1.618172237,3.290405609
03d7fb9f6f2a1c127d95e2b5631157218d8c7411_AMI,03d7fb9f6f2a1c127d95e2b5631157218d8c7411,3.260259429,-0.6280133397000002,3.8882727687000003
03d81d771ccdcb48410327e9eee547dea26969e7_AMI,03d81d771ccdcb48410327e9eee547dea26969e7,-1.559453062,-1.4732508074,0.08620225460000008
03d8e09f4bbe3b2c5234d2463e1526b08b0d5428_AMI,03d8e09f4bbe3b2c5234d2463e1526b08b0d5428,0.64481364,-1.5480224554,2.1928360953999997
03ddeeee88c83b2511efe8f2d7e0b0e6cf3e3c5d_AMI,03ddeeee88c83b2511efe8f2d7e0b0e6cf3e3c5d,2.754208194,-3.3132592821,6.0674674761
03e4ebb275156e00cd9b8d41c831f569c2a5f798_AMI,03e4ebb275156e00cd9b8d41c831f569c2a5f798,3.1113452,1.2464598219,1.8648853781
03ef095b13c456a775eb981b11a387a5399b039d_AMI,03ef095b13c456a775eb981b11a387a5399b039d,2.72049456,3.3669429356,0.6464483755999999
03f9cb26b771e6b7601713388cacebf058f1f7c1_AMI,03f9cb26b771e6b7601713388cacebf058f1f7c1,7.180658837,5.0249634593,2.1556953777
040919c35cfc6b1cb1e58db34acde05409970d87_AMI,040919c35cfc6b1cb1e58db34acde05409970d87,2.512062105,4.265278632,1.7532165270000002
040cac85bdd1e0fd6ba9643947e19cf27a38c8de_AMI,040cac85bdd1e0fd6ba9643947e19cf27a38c8de,-3.614925867,-9.7318830783,6.116957211299999
041bc6b138582444f7f1fda3de18c8ea7ce030d3_AMI,041bc6b138582444f7f1fda3de18c8ea7ce030d3,-4.845977554,-3.5561329766,1.2898445774000002
0423953f1ef8548398f4fac1dac220c698924dea_AMI,0423953f1ef8548398f4fac1dac220c698924dea,5.570961305,4.5211153033,1.0498460016999998
042e09e75a6edcd835d1656fb855da6a223ca9cc_AMI,042e09e75a6edcd835d1656fb855da6a223ca9cc,3.800094406,3.7384625484000003,0.06163185759999967
042f789664e350738e0306bb59682d0edb3bf237_AMI,042f789664e350738e0306bb59682d0edb3bf237,2.643078594,0.7996381311,1.8434404628999999
043c969562c8fc175a0a81ee3130a6fb3336d14a_AMI,043c969562c8fc175a0a81ee3130a6fb3336d14a,5.106842733,1.6475194707,3.4593232623
043fa58782f8c0be462b4656cfc485e7f39098e4_AMI,043fa58782f8c0be462b4656cfc485e7f39098e4,3.248597691,3.8015169818,0.5529192907999998
0450630eb857f34d7f4ab6bdabc1b708eeb1a95a_AMI,0450630eb857f34d7f4ab6bdabc1b708eeb1a95a,-3.228428085,-7.767315691,4.538887606
0450aea4097272aa220d7ac6d672011f0e8cbfe5_AMI,0450aea4097272aa220d7ac6d672011f0e8cbfe5,0.65322074,-4.8384176007,5.4916383407
0455ceda3a9372bec9fa8f5d1119c3ed7849a08e_AMI,0455ceda3a9372bec9fa8f5d1119c3ed7849a08e,-4.253400956,-9.0365851535,4.783184197500001
046147d37753cc6f5d04382687d40c5a336dd512_AMI,046147d37753cc6f5d04382687d40c5a336dd512,7.644709193,5.6359296572,2.0087795357999996
046f7e62119d3c83489f9dcb6743b8bc76196b59_AMI,046f7e62119d3c83489f9dcb6743b8bc76196b59,-10.96687672,-20.7539836128,9.787106892799999
046f8df6a087e6f4e0921c9a9dd83a84b885276e_AMI,046f8df6a087e6f4e0921c9a9dd83a84b885276e,4.522402738,4.5526412908,0.03023855279999932
04738ff0c472c5e72ba7eb1aff708e2a7c102096_AMI,04738ff0c472c5e72ba7eb1aff708e2a7c102096,5.885621532,5.7735558682,0.11206566380000016
047522ab7f3ff46c76e40108ace44354980dd8ff_AMI,047522ab7f3ff46c76e40108ace44354980dd8ff,7.994070899,10.4281448291,2.434073930100001
047cb9a2ad598d6ee577ad3b5f7a2679ee16ce35_AMI,047cb9a2ad598d6ee577ad3b5f7a2679ee16ce35,2.556068934,2.2022480943,0.3538208397
04841fe3cf8de1ff8080eda8a612681a0e511b65_AMI,04841fe3cf8de1ff8080eda8a612681a0e511b65,0.585461912,1.4386554740000002,0.8531935620000002
048a449ddc00c0226317b56cf0be34146937dd15_AMI,048a449ddc00c0226317b56cf0be34146937dd15,2.987077974,1.6565234160999998,1.3305545579000002
048a7b57d86f33146f36b957719c12f1f83ff809_AMI,048a7b57d86f33146f36b957719c12f1f83ff809,5.603607185,4.0179557606,1.5856514244000008
0494a87e62d469051ad0a33f0aeed871c7de43e2_AMI,0494a87e62d469051ad0a33f0aeed871c7de43e2,8.524124179,9.3915199049999991,0.8673957259999998
0495dfe59e8acf1383a26c22daa3a1f5a3828fb6_AMI,0495dfe59e8acf1383a26c22daa3a1f5a3828fb6,0.085652849,-1.4651681154,1.5508209644
049b2e7c0663452ec71c6ec74df72cdad59830ab_AMI,049b2e7c0663452ec71c6ec74df72cdad59830ab,3.039258674,1.2732321939,1.7660264801
04a27120ac0d00c74358d9dd3e752cf6e918148f_AMI,04a27120ac0d00c74358d9dd3e752cf6e918148f,5.275041836,3.5879354732,1.6871063627999998
04a79afec26059a4724186efba9bc8095bcff08f_AMI,04a79afec26059a4724186efba9bc8095bcff08f,2.238304292,0.48133857310000006,1.7569657189
04aa742326907d587298298a7fd87b126276f55d_AMI,04aa742326907d587298298a7fd87b126276f55d,1.39255792,1.3948616857,0.0023037657000000156
04ac2d13e1a9aea2b41b46d4f6aafd955d469d2a_AMI,04ac2d13e1a9aea2b41b46d4f6aafd955d469d2a,0.986384603,3.5339817895000003,2.5475971865000004
04af1b652fd06951ac85edab486cc08e9e02a304_AMI,04af1b652fd06951ac85edab486cc08e9e02a304,0.241592399,-0.4329852566000001,0.6745776556
04b10410bbfe319725f365cfdd5d1391f969323e_AMI,04b10410bbfe319725f365cfdd5d1391f969323e,8.528596277,6.2439700687,2.2846262082999997
04b5d956fdc47070c9befb38537d4b4f0d5c75e3_AMI,04b5d956fdc47070c9befb38537d4b4f0d5c75e3,0.199645574,2.0356447402,1.8359991662
04bf3023abf59f9e5430bd49335f11728fa22650_AMI,04bf3023abf59f9e5430bd49335f11728fa22650,8.747478903,9.0283421871,0.2808632841000005
04c1579122037bff281f7c87fc1b4de42218cf59_AMI,04c1579122037bff281f7c87fc1b4de42218cf59,1.888020465,-0.30602867889999996,2.1940491439
04ce117fa6912880068eadf416a5ed1ea1a6c6e5_AMI,04ce117fa6912880068eadf416a5ed1ea1a6c6e5,7.109297835,3.0714064933,4.0378913417
04d20ba871b90053ab5e81c8a3a68f5e4473705f_AMI,04d20ba871b90053ab5e81c8a3a68f5e4473705f,2.682010054,1.6240879243,1.0579221297
04d3438e6ae23d61a1c26256e7c9cfea31e33581_AMI,04d3438e6ae23d61a1c26256e7c9cfea31e33581,2.18839358,0.6451626113,1.5432309687
04d45db294a6ccd200b47d9dfe373db064f3d231_AMI,04d45db294a6ccd200b47d9dfe373db064f3d231,0.552286298,-0.45723730939999985,1.0095236073999998
04d7acbb07b16ddca29f6446a644da374ef9ff31_AMI,04d7acbb07b16ddca29f6446a644da374ef9ff31,3.17066489,-2.2587687508000003,5.4294336408
